Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore,energy_mode,primary_food_source,id
Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Biforme,anaerobe,Unknown,0,,,300
Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Parvula,aerobe,alkaliphile,0,fermenter,N/A,301
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,,aerobe,alkaliphile,0,,,302
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Hypermegale,anaerobe,alkaliphile,0,fermenter,carbohydrates,303
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Faecis,anaerobe,Unknown,Unknown,,,304
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,,aerobe,Unknown,0,,,305
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Colinum,anaerobe,alkaliphile,1,,,306
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,,anaerobe,alkaliphile,1,,,308
Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Distasonis,anaerobe,alkaliphile,0,fermenter,N/A,309
Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,,anaerobe,Unknown,0,,,311
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,facultative anaerobe,alkaliphile,0,,,312
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Equi,facultative anaerobe,alkaliphile,0,mixed,carbohydrates,313
Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Dolichum,anaerobe,Unknown,0,,,314
Streptophyta,Magnoliopsida,Fabales,Fabaceae,Rothia,Mucilaginosa,aerobe,alkaliphile,0,respirer,N/A,315
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia,Satelles,Unknown,Unknown,Unknown,,,316
Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Gargensis,Unknown,Unknown,Unknown,,,319
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Minor,facultative anaerobe,alkaliphile,0,,,320
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,aerobe,alkaliphile,0,N/A,N/A,321
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Hyovaginalis,anaerobe,alkaliphile,0,,,323
Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,,aerobe,Unknown,1,,,324
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Perfringens,anaerobe,alkaliphile,1,fermenter,carbohydrates,325
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aureus,aerobe,alkaliphile,0,mixed,carbohydrates,326
Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Gordonii,anaerobe,alkaliphile,0,N/A,N/A,327
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Caccae,anaerobe,alkaliphile,0,fermenter,carbohydrates,328
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,,anaerobe,Unknown,Unknown,,,329
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Lwoffii,aerobe,alkaliphile,0,respirer,N/A,330
Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Candidatus Azobacteroides,,Unknown,Unknown,Unknown,,,331
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,anaerobe,Unknown,Unknown,,,332
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Syntrophococcus,Sucromutans,anaerobe,Unknown,Unknown,,,333
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Beninensis,anaerobe,alkaliphile,0,,,334
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Acidaminiphila,aerobe,alkaliphile,0,,,336
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Ovatus,anaerobe,alkaliphile,0,fermenter,carbohydrates,338
Bacillota,Clostridia,Lutisporales,Lutisporaceae,Lutispora,,anaerobe,alkaliphile,1,,,339
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Eutactus,Unknown,Unknown,Unknown,fermenter,carbohydrates,340
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,,aerobe,alkaliphile,0,,,341
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Barnesiae,anaerobe,alkaliphile,0,,,342
Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,Transvaalensis,anaerobe,alkaliphile,1,,,344
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,,anaerobe,Unknown,Unknown,,,345
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Polytropa,anaerobe,Unknown,Unknown,,,346
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,aerobe,alkaliphile,0,,,347
Synergistota,Synergistia,Synergistales,Synergistaceae,Synergistes,,Unknown,Unknown,Unknown,,,348
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanceiensis,anaerobe,alkaliphile,0,fermenter,carbohydrates,349
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Adhaesivum,aerobe,alkaliphile,0,,,350
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Fragilis,anaerobe,alkaliphile,0,fermenter,carbohydrates,351
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Difficile,anaerobe,alkaliphile,1,fermenter,organic_unspecified,352
Bacillota,Bacilli,Bacillales,Listeriaceae,Brochothrix,,aerobe,Unknown,Unknown,,,353
Bacillota,Clostridia,Eubacteriales,Caldicoprobacteraceae,Caldicoprobacter,,anaerobe,alkaliphile,0,,,355
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bifermentans,anaerobe,alkaliphile,1,,,356
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Proteiniclasticum,,anaerobe,alkaliphile,0,,,357
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,,aerobe,alkaliphile,Unknown,,,359
Bacillota,Tissierellia,Tissierellales,Thermohalobacteraceae,Clostridiisalibacter,,anaerobe,alkaliphile,1,,,360
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Mobilis,anaerobe,alkaliphile,1,N/A,N/A,361
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,anaerobe,Unknown,0,,,363
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Ginsengihumi,aerobe,alkaliphile,1,,,364
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Metallolevans,anaerobe,alkaliphile,1,,,366
Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Luteus,Unknown,Unknown,Unknown,,,367
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Hiranonis,anaerobe,alkaliphile,1,,,368
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,,aerobe,alkaliphile,0,,,369
Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,facultative anaerobe,Unknown,Unknown,,,370
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aquiluna,Rubra,Unknown,Unknown,Unknown,,,371
Streptophyta,Magnoliopsida,Fabales,Fabaceae,Rothia,Dentocariosa,aerobe,alkaliphile,0,respirer,N/A,372
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Mucosae,anaerobe,acidophile,0,mixed,carbohydrates,373
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Pontis,anaerobe,acidophile,0,,,374
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,aerobe,alkaliphile,Unknown,,,375
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Acaricomes,Phytoseiuli,aerobe,alkaliphile,0,,,377
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0,,,380
Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Lovleyi,anaerobe,Unknown,Unknown,fermenter,inorganic,381
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter,,Unknown,Unknown,Unknown,,,382
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Pallens,anaerobe,alkaliphile,0,fermenter,carbohydrates,383
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Anaerovorax,,anaerobe,Unknown,Unknown,,,384
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Infantis,facultative anaerobe,alkaliphile,0,mixed,carbohydrates,385
Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,,aerobe,alkaliphile,0,,,386
Verrucomicrobiota,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,,aerobe,acidophile,Unknown,,,387
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Epidermidis,aerobe,alkaliphile,0,mixed,N/A,388
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Maritimum,anaerobe,alkaliphile,1,,,389
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,,aerobe,alkaliphile,0,,,391
Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Flexispira,,Unknown,Unknown,Unknown,,,392
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Sordellii,anaerobe,alkaliphile,1,,,394
Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Boronitolerans,aerobe,alkaliphile,1,,,395
Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Anaerobius,anaerobe,Unknown,1,fermenter,carbohydrates,397
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Callidus,anaerobe,Unknown,0,fermenter,carbohydrates,399
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus,,anaerobe,Unknown,0,,,400
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Acidilactici,aerobe,acidophile,0,mixed,carbohydrates,401
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Succinus,aerobe,alkaliphile,0,,,402
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinobaculum,,anaerobe,Unknown,0,,,403
Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,,aerobe,Unknown,0,,,404
Bacillota,Bacilli,Bacillales,Planococcaceae,Planomicrobium,,Unknown,alkaliphile,Unknown,,,407
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,aerobe,alkaliphile,1,N/A,N/A,408
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,facultative anaerobe,alkaliphile,0,,,410
Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succinispira,Mobilis,anaerobe,alkaliphile,1,,,412
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaeromusa,,anaerobe,Unknown,Unknown,,,414
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,aerobe,Unknown,Unknown,,,415
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Thailandensis,anaerobe,alkaliphile,0,,,416
Bacillota,Bacilli,Bacillales,Bacillaceae,Pontibacillus,,aerobe,alkaliphile,1,,,417
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Neonatale,anaerobe,alkaliphile,1,,,420
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,aerobe,alkaliphile,0,,,421
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Dermacoccus,,aerobe,Unknown,1,,,422
Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Lenta,anaerobe,Unknown,Unknown,fermenter,N/A,423
Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerobacter,,anaerobe,alkaliphile,0,,,424
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Ruminis,anaerobe,acidophile,0,mixed,carbohydrates,425
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium,Calvum,aerobe,alkaliphile,0,,,426
Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Dyadobacter,,aerobe,alkaliphile,0,,,428
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,,aerobe,Unknown,0,,,429
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,,microaerophile,Unknown,Unknown,,,430
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Guillouiae,aerobe,alkaliphile,0,N/A,N/A,432
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea,,aerobe,Unknown,0,,,433
Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Tepidibacter,,anaerobe,alkaliphile,1,,,434
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Hormaechei,aerobe,alkaliphile,0,mixed,N/A,435
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Citroniae,anaerobe,alkaliphile,1,,,437
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Cereus,aerobe,alkaliphile,1,mixed,carbohydrates,438
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Cinerea,microaerophile,alkaliphile,0,fermenter,carbohydrates,439
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Somerae,anaerobe,Unknown,Unknown,fermenter,carbohydrates,440
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Segnis,microaerophile,Unknown,Unknown,,,441
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Sonnei,aerobe,Unknown,0,mixed,organic_unspecified,443
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Genomosp.,facultative anaerobe,Unknown,Unknown,,,444
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Gilardii,aerobe,alkaliphile,0,,,445
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Mairii,facultative anaerobe,Unknown,Unknown,,,446
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Agglomerans,aerobe,Unknown,0,mixed,N/A,448
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Salivarius,anaerobe,acidophile,0,mixed,N/A,451
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Foraminis,aerobe,alkaliphile,1,,,453
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Hungatei,anaerobe,alkaliphile,1,,,454
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Porcinus,facultative anaerobe,Unknown,Unknown,,,455
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Seminis,facultative anaerobe,Unknown,Unknown,,,456
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Nitrincola,,aerobe,alkaliphile,0,,,457
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Composti,aerobe,alkaliphile,0,,,458
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Punicea,aerobe,Unknown,0,,,459
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Shimazuella,,aerobe,Unknown,1,,,460
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Paracuniculus,microaerophile,Unknown,0,,,461
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Algae,aerobe,alkaliphile,0,N/A,N/A,462
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Caseolyticus,aerobe,Unknown,Unknown,,,463
Pseudomonadota,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,,Unknown,Unknown,Unknown,,,465
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,,anaerobe,Unknown,Unknown,,,466
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Pseudolongum,anaerobe,acidophile,0,fermenter,carbohydrates,469
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nordii,anaerobe,alkaliphile,0,fermenter,carbohydrates,470
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Reuszeri,aerobe,alkaliphile,1,,,471
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,Gallinarum,microaerophile,Unknown,Unknown,,,472
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,Sediminis,anaerobe,alkaliphile,Unknown,,,473
Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Succinogenes,anaerobe,Unknown,Unknown,N/A,N/A,474
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Ruminofilibacter,Xylanolyticum,Unknown,Unknown,Unknown,,,475
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Oceanitis,obligate aerobe,Unknown,Unknown,,,476
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bombiscardovia,,anaerobe,Unknown,Unknown,,,477
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,facultative anaerobe,alkaliphile,0,,,478
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,obligate aerobe,Unknown,0,,,479
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,,aerobe,alkaliphile,0,,,480
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,,aerobe,alkaliphile,1,,,481
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Popoffii,facultative anaerobe,alkaliphile,0,,,482
Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,,aerobe,alkaliphile,1,,,483
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,,anaerobe,Unknown,0,,,484
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Parasuis,microaerophile,Unknown,0,,,485
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Piliforme,anaerobe,alkaliphile,1,,,486
Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Mitsuokai,anaerobe,Unknown,Unknown,fermenter,carbohydrates,487
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,,aerobe,alkaliphile,0,,,489
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,,aerobe,alkaliphile,0,,,491
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Alaskensis,anaerobe,alkaliphile,0,,,492
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Faecalis,anaerobe,alkaliphile,Unknown,respirer,N/A,493
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,aerobe,alkaliphile,Unknown,,,494
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Multivorum,aerobe,alkaliphile,0,,,495
Pseudomonadota,Betaproteobacteria,Tremblayales,Tremblayaceae,Candidatus Tremblaya,Princeps,Unknown,Unknown,Unknown,,,496
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,aerobe,alkaliphile,0,,,497
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Terricola,aerobe,alkaliphile,0,,,498
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,,aerobe,Unknown,0,,,501
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Cloacae,aerobe,alkaliphile,0,mixed,N/A,502
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,,anaerobe,Unknown,Unknown,,,503
Arthropoda,Insecta,Coleoptera,Lampyridae,Serratia,Symbiotica,aerobe,alkaliphile,0,,,504
Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Filifactor,,anaerobe,Unknown,Unknown,,,505
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,D168,anaerobe,alkaliphile,0,,,507
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Cellulosibacter,Alkalithermophilus,anaerobe,alkaliphile,1,,,508
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Massiliensis,anaerobe,Unknown,0,,,509
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Enhydrobacter,,aerobe,Unknown,Unknown,,,510
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Iners,anaerobe,acidophile,0,mixed,carbohydrates,511
Arthropoda,Insecta,Mantodea,Amelidae,Yersinia,,aerobe,Unknown,0,,,514
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Cholerae,facultative anaerobe,alkaliphile,0,mixed,organic_unspecified,515
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,,anaerobe,alkaliphile,Unknown,,,517
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,,aerobe,Unknown,0,,,518
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Anaerorhabdus,Furcosa,Unknown,Unknown,Unknown,,,520
Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus,,Unknown,Unknown,Unknown,,,521
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Sanguinis,aerobe,alkaliphile,0,,,522
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Tyrobutyricum,anaerobe,alkaliphile,1,fermenter,carbohydrates,524
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Turicensis,aerobe,alkaliphile,0,,,525
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Enterica,facultative anaerobe,Unknown,0,mixed,organic_unspecified,526
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Fragi,aerobe,alkaliphile,0,,,527
Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Stationis,aerobe,alkaliphile,0,,,528
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Tetani,anaerobe,alkaliphile,1,fermenter,organic_unspecified,529
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Ochracea,anaerobe,Unknown,Unknown,fermenter,organic_unspecified,530
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Dublinensis,aerobe,alkaliphile,0,,,532
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,,aerobe,alkaliphile,0,,,533
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Veronii,aerobe,alkaliphile,0,,,534
Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,microaerophile,alkaliphile,0,,,537
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0,,,539
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,,aerobe,Unknown,0,,,541
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,,aerobe,Unknown,0,,,542
Chloroflexota,Thermobacula,Thermobaculales,Thermobaculaceae,Thermobaculum,Terrenum,Unknown,Unknown,Unknown,,,544
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,,Unknown,Unknown,Unknown,,,546
Streptophyta,Magnoliopsida,Acorales,Acoraceae,Acorus,Gramineus,Unknown,Unknown,Unknown,,,547
