Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore
Actinomycetota,Actinomycetes,Micrococcales,Sanguibacteraceae,Sanguibacter,,aerobe,alkaliphile,0
Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,aerobe,alkaliphile,1
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,,anaerobe,Unknown,Unknown
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,,aerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,,aerobe,alkaliphile,Unknown
Arthropoda,Insecta,Coleoptera,Lampyridae,Serratia,Ureilytica,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella,Americana,aerobe,Unknown,Unknown
Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,,obligate aerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Radicincitans,aerobe,alkaliphile,0
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Acidifaciens,anaerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,,anaerobe,Unknown,1
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Iguanae,microaerophile,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,,Unknown,Unknown,Unknown
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Zeae,anaerobe,acidophile,0
Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,,anaerobe,acidophile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta,,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Anaerovirgula,,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,,anaerobe,alkaliphile,1
Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Desulfovirgula,,anaerobe,Unknown,1
Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Syntrophobotulus,,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Thermotalea,,anaerobe,alkaliphile,0
