id	kingdom	phylum	class_name	order_name	family	genus	species	genus_key	species_key	scientific_name	taxonomic_rank	ncbi_tax_id	gram_stain	oxygen_requirement	ph_preference	sporulation	energy_mode	primary_food_source	created_at	updated_at
107	Eubacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	bacteroides	uniformis	Bacteroides uniformis	species	411479	Negative	anaerobe	alkaliphile	0	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
108	NULL	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	bryantii	methanobacterium	bryantii	Methanobacterium bryantii	species	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
109	Eubacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	indistinctus	alistipes	indistinctus	Alistipes indistinctus	species	626932	Negative	anaerobe	NULL	0	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
110	NULL	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus		thiobacillus		Thiobacillus	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
111	NULL	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas		syntrophomonas		Syntrophomonas	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
112	Eubacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	formigenes	oxalobacter	formigenes	Oxalobacter formigenes	species	556268	Negative	anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
113	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas		herminiimonas		Herminiimonas	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
114	Eubacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	oxytoca	klebsiella	oxytoca	Klebsiella oxytoca	species	571	NULL	aerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
115	NULL	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Helcococcus		helcococcus		Helcococcus	genus	NULL	NULL	anaerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
116	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella		hylemonella		Hylemonella	genus	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
117	NULL	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Prauserella	rugosa	prauserella	rugosa	Prauserella rugosa	species	43354	NULL	aerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
118	NULL	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium		oribacterium		Oribacterium	genus	NULL	NULL	anaerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
119	NULL	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator		caloramator		Caloramator	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
120	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus	variovorax	paradoxus	Variovorax paradoxus	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
121	Eubacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	butyricum	clostridium	butyricum	Clostridium butyricum	species	1316931	Positive	anaerobe	alkaliphile	1	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
122	NULL	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	coprosuis	bacteroides	coprosuis	Bacteroides coprosuis	species	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
123	NULL	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	intestinale	clostridium	intestinale	Clostridium intestinale	species	NULL	NULL	anaerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
124	NULL	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	vaginae	atopobium	vaginae	Atopobium vaginae	species	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
125	NULL	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	laterosporus	brevibacillus	laterosporus	Brevibacillus laterosporus	species	1465	NULL	aerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
126	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	wohlfahrtii	acidovorax	wohlfahrtii	Acidovorax wohlfahrtii	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
127	NULL	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	parahaemolyticus	actinobacillus	parahaemolyticus	Actinobacillus parahaemolyticus	species	NULL	NULL	facultative anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
128	NULL	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum		sporotomaculum		Sporotomaculum	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
129	NULL	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Papillibacter	cinnamivorans	papillibacter	cinnamivorans	Papillibacter cinnamivorans	species	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
130	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Denitrobacter		denitrobacter		Denitrobacter	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
131	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	cuprina	thiomonas	cuprina	Thiomonas cuprina	species	NULL	NULL	aerobe	acidophile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
132	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	curvus	limnohabitans	curvus	Limnohabitans curvus	species	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
133	NULL	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora	tropica	salinispora	tropica	Salinispora tropica	species	NULL	NULL	aerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
134	NULL	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas		thermomonas		Thermomonas	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
135	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	lividum	janthinobacterium	lividum	Janthinobacterium lividum	species	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
136	NULL	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina		sarcina		Sarcina	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
137	NULL	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	yabuuchiae	sphingomonas	yabuuchiae	Sphingomonas yabuuchiae	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
138	NULL	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	hydrogeniformans	acetomicrobium	hydrogeniformans	Acetomicrobium hydrogeniformans	species	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
139	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia		lautropia		Lautropia	genus	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
140	Eubacteria	Arthropoda	Insecta	Coleoptera	Lampyridae	Serratia	marcescens	serratia	marcescens	Serratia marcescens	species	273526	Negative	aerobe	alkaliphile	0	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
141	NULL	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio		propionivibrio		Propionivibrio	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
142	Eubacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	vulgaris	desulfovibrio	vulgaris	Desulfovibrio vulgaris	species	881	Negative	anaerobe	alkaliphile	0	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
143	NULL	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	gasigenes	clostridium	gasigenes	Clostridium gasigenes	species	NULL	NULL	anaerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
144	Eubacteria	Bacillota	Clostridia	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	saccharolyticus	caldicellulosiruptor	saccharolyticus	Caldicellulosiruptor saccharolyticus	species	44001	Positive	anaerobe	alkaliphile	0	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
145	NULL	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus		anaerotruncus		Anaerotruncus	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
146	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga		pigmentiphaga		Pigmentiphaga	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
147	NULL	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira		nitrospira		Nitrospira	genus	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
148	Eubacteria	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium	chlorochromatii	chlorobium	chlorochromatii	Chlorobium chlorochromatii	species	337090	Negative	anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
149	NULL	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	cateniformis	coprobacillus	cateniformis	Coprobacillus cateniformis	species	100884	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
150	NULL	Bacillota	Clostridia	Eubacteriales	Gracilibacteraceae	Gracilibacter		gracilibacter		Gracilibacter	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
151	Eubacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae	lactococcus	garvieae	Lactococcus garvieae	species	1363	Positive	facultative anaerobe	alkaliphile	0	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
152	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	andropogonis	burkholderia	andropogonis	Burkholderia andropogonis	species	NULL	NULL	aerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
153	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas		tepidimonas		Tepidimonas	genus	NULL	NULL	aerobe	alkaliphile	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
154	NULL	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio		bdellovibrio		Bdellovibrio	genus	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
155	NULL	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas		parvimonas		Parvimonas	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
156	NULL	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	skyensis	pasteurella	skyensis	Pasteurella skyensis	species	NULL	NULL	facultative anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
157	Eubacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	ruminantium	selenomonas	ruminantium	Selenomonas ruminantium	species	971	NULL	anaerobe	NULL	0	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
158	NULL	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hespellia	stercorisuis	hespellia	stercorisuis	Hespellia stercorisuis	species	NULL	NULL	anaerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
159	NULL	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas		tolumonas		Tolumonas	genus	NULL	NULL	aerobe	alkaliphile	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
160	NULL	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfotomaculum		desulfotomaculum		Desulfotomaculum	genus	NULL	NULL	anaerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
161	NULL	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	pomorum	alicyclobacillus	pomorum	Alicyclobacillus pomorum	species	NULL	NULL	aerobe	acidophile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
162	Eubacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	hippei	succinatimonas	hippei	Succinatimonas hippei	species	626938	Negative	anaerobe	NULL	0	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
163	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	depolymerans	roseateles	depolymerans	Roseateles depolymerans	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
164	NULL	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella		rikenella		Rikenella	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
165	Eubacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	delafieldii	acidovorax	delafieldii	Acidovorax delafieldii	species	47920	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
166	NULL	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium		verrucomicrobium		Verrucomicrobium	genus	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
167	NULL	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	cycloheptanicus	alicyclobacillus	cycloheptanicus	Alicyclobacillus cycloheptanicus	species	NULL	NULL	aerobe	acidophile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
168	Eubacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	celatum	clostridium	celatum	Clostridium celatum	species	36834	Positive	anaerobe	alkaliphile	1	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
169	NULL	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	meridiei	desulfosporosinus	meridiei	Desulfosporosinus meridiei	species	NULL	NULL	anaerobe	NULL	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
170	NULL	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Sedimentibacter		sedimentibacter		Sedimentibacter	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
171	NULL	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Robinsoniella	peoriensis	robinsoniella	peoriensis	Robinsoniella peoriensis	species	NULL	NULL	anaerobe	NULL	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
172	NULL	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	albertensis	acidithiobacillus	albertensis	Acidithiobacillus albertensis	species	NULL	NULL	facultative anaerobe	acidophile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
173	NULL	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania		holdemania		Holdemania	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
174	NULL	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	delphinicola	actinobacillus	delphinicola	Actinobacillus delphinicola	species	NULL	NULL	facultative anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
175	NULL	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus		vagococcus		Vagococcus	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
176	NULL	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella		gemella		Gemella	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
177	NULL	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	methylpentosum	clostridium	methylpentosum	Clostridium methylpentosum	species	NULL	NULL	anaerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
178	NULL	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Sharpea		sharpea		Sharpea	genus	NULL	NULL	anaerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
179	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia		delftia		Delftia	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
180	NULL	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	Congregibacter		congregibacter		Congregibacter	genus	NULL	NULL	microaerophile	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
181	NULL	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium		mycobacterium		Mycobacterium	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
182	NULL	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Chelonobacter		chelonobacter		Chelonobacter	genus	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
183	NULL	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum		sulfurospirillum		Sulfurospirillum	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
184	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia		ralstonia		Ralstonia	genus	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
185	NULL	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Gallionella		gallionella		Gallionella	genus	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
186	NULL	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	chrysanthemi	erwinia	chrysanthemi	Erwinia chrysanthemi	species	NULL	NULL	facultative anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
187	NULL	Bacillota	Bacilli	Bacillales	Exiguobacteraceae	Exiguobacterium		exiguobacterium		Exiguobacterium	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
188	Eubacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	alvei	hafnia	alvei	Hafnia alvei	species	1002364	Negative	aerobe	NULL	0	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
189	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Aquincola	tertiaricarbonis	aquincola	tertiaricarbonis	Aquincola tertiaricarbonis	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
190	Eubacteria	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Butyricicoccus	pullicaecorum	butyricicoccus	pullicaecorum	Butyricicoccus pullicaecorum	species	1203606	Positive	anaerobe	acidophile	0	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
191	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Rubrivivax	gelatinosus	rubrivivax	gelatinosus	Rubrivivax gelatinosus	species	NULL	NULL	aerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
192	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Brackiella	oedipodis	brackiella	oedipodis	Brackiella oedipodis	species	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
193	Eubacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas	shigelloides	plesiomonas	shigelloides	Plesiomonas shigelloides	species	1315976	Negative	aerobe	NULL	0	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
194	NULL	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	stellifer	paenibacillus	stellifer	Paenibacillus stellifer	species	NULL	NULL	aerobe	alkaliphile	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
195	NULL	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacterium		coriobacterium		Coriobacterium	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
196	NULL	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	moorei	bulleidia	moorei	Bulleidia moorei	species	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
197	NULL	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus		desulfobulbus		Desulfobulbus	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
198	NULL	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	alcaligenes	pseudomonas	alcaligenes	Pseudomonas alcaligenes	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
199	Eubacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	ureolyticus	campylobacter	ureolyticus	Campylobacter ureolyticus	species	1121102	Negative	microaerophile	acidophile	0	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
200	NULL	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	cylindroides	eubacterium	cylindroides	Eubacterium cylindroides	species	NULL	NULL	anaerobe	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
201	NULL	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella		tannerella		Tannerella	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
202	Eubacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	stercoris	collinsella	stercoris	Collinsella stercoris	species	147206	Positive	anaerobe	NULL	0	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
203	Eubacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	bromii	ruminococcus	bromii	Ruminococcus bromii	species	40518	Positive	anaerobe	NULL	0	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
204	Eubacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	gadei	dysgonomonas	gadei	Dysgonomonas gadei	species	156974	Negative	anaerobe	NULL	0	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
205	NULL	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	felis	haemophilus	felis	Haemophilus felis	species	NULL	NULL	microaerophile	NULL	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
206	NULL	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	pneumotropica	aggregatibacter	pneumotropica	Aggregatibacter pneumotropica	species	NULL	NULL	microaerophile	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
207	Eubacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	freundii	citrobacter	freundii	Citrobacter freundii	species	1006003	Negative	aerobe	alkaliphile	0	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
